1020,Blue Moon,7
1020,Mozzarella sticks,7
1020,Bud Light,4
1020,Grilled Chicken Sandwich,3
1021,Quesadillas,4
1021,Mozzarella sticks,2
1021,Mozzarella sticks,5
1021,Heineken,4
1021,Blue Moon,7
1021,Quesadillas,4
1021,Jalapeno popper,3
1021,Elysian,4
1021,Chicken fingers,7
1021,Blue Moon,1
1022,Buffalo wings,5
1022,Chips and Salsa,2
1022,Bravus,3
1022,Stone Brewing Co.,4
1022,Firestone Walker,3
1022,Shrimp,3
1023,Firestone Walker,1
1023,Natural Light,7
1023,Michelob Ultra,5
1023,Dogfish Head,4
1023,Leinenkugels,4
1023,River Horse,7
1023,Quesadillas,4
1023,Chips and Salsa,1
1023,Steel Reserve,6
1024,Victory,7
1024,Cheese Steak,5
1024,Onion rings,5
1024,Brooklyn Brewery,3
1024,Yuengling Lager,1
1025,Icehouse,5
1025,Tree House,6
1025,Bravus,3
1025,Elysian,1
1027,Corona,2
1027,Pizza,1
1027,Leinenkugels,5
1027,Schlitz,1
1027,Stella Artois,3
1027,Bravus,3
1027,Guinness,6
103,Modelo Especial,5
103,Ballast Point,7
103,Steel Reserve,5
103,Dogfish Head,4
103,New Belgium,1
103,Modelo Especial,4
103,Mozzarella sticks,6
103,Budweiser,1
103,Yuengling Lager,5
103,Modelo Especial,4
1031,Old Style,7
1031,Artichokes,3
1031,Bud Light,6
1031,Firestone Walker,2
1031,Chicken fingers,5
1031,Bud Light,5
1032,Artichokes,7
1032,Lagunitas,3
1032,Blue Moon,3
1032,Brooklyn Brewery,2
1032,Brooklyn Brewery,2
1032,Schlitz,6
1032,River Horse,7
1035,Old Milwaukee,5
1035,Miller Lite,2
1035,Heineken,1
1035,Steel Reserve,6
1035,Victory,1
1036,Michelob Ultra,3
1036,Quesadillas,3
1036,Natural Light,5
1036,Yuengling Lager,3
1036,Heineken,4
1036,Icehouse,7
1036,Coors Light,1
1036,Mozzarella sticks,2
1036,Keystone Light,3
1036,Goose Island,5
1039,Schlitz,4
1039,Sierra Nevada,2
1039,Sierra Nevada,4
1039,Keystone Light,3
1039,Modelo Especial,7
1039,Jalapeno popper,2
1039,Grilled Chicken Sandwich,5
1039,Sierra Nevada,4
1039,Pizza,7
1039,Budweiser,6
1039,Modelo Especial,2
104,Bravus,7
104,Grilled Chicken Sandwich,7
104,Budweiser,1
104,Elysian,6
104,French fries,5
104,Pabst Blue Ribbon,6
104,Schlitz,2
1040,Lagunitas,5
1040,Steel Reserve,1
1040,Pizza,1
1040,River Horse,1
1042,Artichokes,5
1042,Landshark,2
1042,Stella Artois,2
1042,Brooklyn Brewery,3
1042,Meatball Sandwich,7
1042,Elysian,1
1042,Blue Moon,2
1042,Ballast Point,7
1042,Elysian,7
1042,Onion rings,2
1042,Firestone Walker,1
1043,Lagunitas,3
1043,Cheese Steak,5
1043,Corona,2
1043,River Horse,3
1043,Quesadillas,4
1043,Sierra Nevada,7
1044,Victory,6
1044,Chips and Salsa,6
1044,Tree House,7
1044,Stone Brewing Co.,7
1045,French fries,7
1045,Budweiser,6
1045,Goose Island,3
1045,French fries,4
1045,Icehouse,7
1045,Bravus,7
1046,Goose Island,7
1046,Dogfish Head,5
1046,Old Milwaukee,7
1046,Landshark,1
1046,Chips and Salsa,4
1046,Coors Light,5
1046,Jalapeno popper,7
1046,Coors Light,7
1048,Dogfish Head,7
1048,Icehouse,7
1048,Bravus,1
1048,Dogfish Head,5
1048,Coors Light,7
1048,Old Milwaukee,7
1048,Old Style,6
1048,Delirium,2
1048,Onion rings,6
1049,Dos Equis,4
1049,Artichokes,4
1049,Old Style,1
1049,Old Milwaukee,4
1049,Dos Equis,5
1050,Quesadillas,5
1050,Artichokes,2
1050,Burger sliders,4
1050,Burger sliders,2
1050,Cheese Steak,2
1050,Corona,3
1050,Chicken fingers,3
1050,Cheese Steak,5
1050,Artichokes,7
1050,Yuengling Lager,1
1050,Yuengling Lager,7
1051,Grilled Chicken Sandwich,6
1051,Pabst Blue Ribbon,3
1051,Firestone Walker,2
1051,Budweiser,6
1051,Natural Light,2
1051,Elysian,3
1051,Tree House,5
1051,Pizza,6
1051,Stone Brewing Co.,4
1051,Chips and Salsa,1
1051,Grilled Chicken Sandwich,6
1053,Leinenkugels,6
1053,River Horse,3
1053,Coors Light,3
1053,Chips and Salsa,7
1053,Chips and Salsa,6
1053,Firestone Walker,3
1053,Ballast Point,7
1053,Dogfish Head,2
1053,Schlitz,6
1056,Bravus,4
1056,Hamm's,2
1056,Buffalo wings,7
1056,Sierra Nevada,3
1056,Goose Island,6
1056,Sierra Nevada,7
1059,Ballast Point,4
1059,Elysian,2
1059,Buffalo wings,6
1059,Firestone Walker,3
106,Heineken,3
106,Quesadillas,1
106,Leinenkugels,3
106,Icehouse,3
106,Heineken,3
106,Chips and Salsa,5
106,Pabst Blue Ribbon,3
106,Natural Light,6
1060,Pabst Blue Ribbon,1
1060,Pabst Blue Ribbon,7
1060,Burger sliders,1
1060,Goose Island,3
1060,French fries,3
1060,Delirium,6
1060,Coors Light,4
1060,Miller Lite,7
1060,Miller Lite,1
1060,Delirium,6
1060,Goose Island,7
1061,Modelo Especial,6
1061,Cheese Steak,1
1061,Keystone Light,1
1061,Sierra Nevada,7
1061,Dogfish Head,6
1061,Dogfish Head,1
1061,Dogfish Head,7
1061,Dogfish Head,2
1061,River Horse,4
1062,Onion rings,1
1062,Budweiser,6
1062,Dos Equis,3
1062,Artichokes,7
1062,Dos Equis,1
1062,French fries,2
1062,Budweiser,7
1062,Budweiser,7
1063,Natural Light,4
1063,Pabst Blue Ribbon,7
1063,Sierra Nevada,4
1063,Mozzarella sticks,5
1063,Bud Light,2
1063,River Horse,7
1064,Modelo Especial,4
1064,Busch,4
1064,Chicken fingers,1
1064,French fries,2
1064,Stone Brewing Co.,6
1064,Leinenkugels,4
1065,Ballast Point,1
1065,Buffalo wings,4
1065,Ballast Point,3
1065,French fries,2
1065,Ballast Point,3
1066,Guinness,1
1066,Michelob Ultra,6
1066,Michelob Ultra,7
1066,Pizza,1
1066,Old Style,2
1066,Dos Equis,4
1066,New Belgium,7
1066,Delirium,3
1067,Sierra Nevada,5
1067,Jalapeno popper,7
1067,Firestone Walker,2
1067,Stone Brewing Co.,7
1067,Buffalo wings,3
1067,Sierra Nevada,2
1068,Artichokes,7
1068,Mozzarella sticks,2
1068,Buffalo wings,4
1068,Buffalo wings,7
1068,Natural Light,4
1068,Pabst Blue Ribbon,3
1070,French fries,6
1070,Ballast Point,1
1070,Michelob Ultra,2
1070,Lagunitas,2
1070,Hamm's,3
1070,Ballast Point,4
1071,Guinness,6
1071,Michelob Ultra,3
1071,Michelob Ultra,5
1071,Guinness,3
1071,New Belgium,6
1071,Burger sliders,5
1071,River Horse,7
1071,Guinness,2
1071,Cheese Steak,4
1071,Hamm's,1
1072,Pizza,3
1072,Yuengling Lager,2
1072,Ballast Point,5
1072,Keystone Light,2
1072,Delirium,7
1073,Tree House,1
1073,Stella Artois,3
1073,Victory,1
1073,Elysian,4
1073,Tree House,3
1073,Elysian,4
1073,Meatball Sandwich,6
1073,Ballast Point,1
1073,Tree House,5
1075,Miller Lite,4
1075,Coors Light,2
1075,Corona,5
1075,Busch,6
1075,Corona,2
1075,Miller Lite,5
1075,Schlitz,5
1075,Chips and Salsa,5
1076,Steel Reserve,1
1076,Chips and Salsa,6
1076,Stone Brewing Co.,2
1076,Old Style,1
1076,Goose Island,1
1076,New Belgium,2
1076,Stella Artois,4
1076,Jalapeno popper,2
1076,Sierra Nevada,6
1076,New Belgium,3
1077,Jalapeno popper,2
1077,Goose Island,3
1077,Pabst Blue Ribbon,2
1077,Blue Moon,3
1077,Natural Light,2
1077,Bud Light,6
1077,Budweiser,6
1077,Pabst Blue Ribbon,4
1077,Heineken,6
1077,Bud Light,5
1077,Goose Island,4
1078,Ballast Point,1
1078,Coors Light,6
1078,French fries,7
1078,Tree House,1
1078,Busch,1
1078,Mozzarella sticks,7
1078,Dos Equis,3
1078,Mozzarella sticks,3
1078,Lagunitas,3
1078,Guinness,4
108,Dos Equis,3
108,Elysian,4
108,Goose Island,2
108,Guinness,3
108,Corona,6
108,Hamm's,2
108,Delirium,7
108,Dogfish Head,2
108,Busch,2
108,Delirium,6
1080,Pabst Blue Ribbon,7
1080,French fries,5
1080,Victory,2
1080,Quesadillas,5
1080,Hamm's,3
1080,Landshark,4
1080,Mozzarella sticks,6
1080,Chips and Salsa,2
1080,Coors Light,1
1081,Dos Equis,6
1081,Stella Artois,6
1081,Stone Brewing Co.,2
1081,Quesadillas,3
1081,French fries,1
1081,Old Style,5
1081,Goose Island,2
1081,Michelob Ultra,1
1082,New Belgium,7
1082,River Horse,1
1082,Pizza,1
1082,Shrimp,6
1083,Coors Light,5
1083,Chips and Salsa,4
1083,Coors Light,3
1083,Old Style,7
1083,Shrimp,5
1083,Pabst Blue Ribbon,5
1083,Victory,6
1083,Shrimp,4
1083,Bud Light,4
1083,Artichokes,6
1083,Leinenkugels,1
1084,Victory,7
1084,Quesadillas,2
1084,Hamm's,1
1084,Buffalo wings,7
1084,Bud Light,7
1084,Firestone Walker,2
1084,Meatball Sandwich,1
1084,Landshark,6
1084,Shrimp,5
1086,Ballast Point,6
1086,Chips and Salsa,6
1086,Goose Island,7
1086,Burger sliders,2
1086,Meatball Sandwich,4
1086,Burger sliders,2
1086,Keystone Light,6
1086,Corona,3
1086,Goose Island,4
1086,Pizza,1
1087,Goose Island,3
1087,Goose Island,3
1087,Buffalo wings,6
1087,Guinness,3
1088,Elysian,6
1088,Landshark,3
1088,Artichokes,2
1088,Quesadillas,3
1088,Leinenkugels,6
1088,Elysian,2
1088,Cheese Steak,6
1088,Meatball Sandwich,3
1088,Meatball Sandwich,2
1088,Lagunitas,2
1089,Grilled Chicken Sandwich,1
1089,Shrimp,7
1089,Meatball Sandwich,1
1089,Goose Island,2
1089,Busch,3
1089,Old Style,7
1089,River Horse,6
1089,Stone Brewing Co.,2
1089,Grilled Chicken Sandwich,1
1089,French fries,7
1090,Busch,3
1090,Grilled Chicken Sandwich,5
1090,Budweiser,3
1090,Meatball Sandwich,7
1090,Meatball Sandwich,2
1090,Tree House,7
1090,Steel Reserve,6
1090,Busch,4
1090,Victory,1
1090,Blue Moon,4
1092,Lagunitas,4
1092,Ballast Point,6
1092,Guinness,7
1092,Landshark,7
1092,Grilled Chicken Sandwich,3
1092,French fries,5
1092,Corona,1
1092,Delirium,6
1092,Modelo Especial,6
1093,Corona,4
1093,Dos Equis,1
1093,Michelob Ultra,3
1093,Goose Island,5
1094,Shrimp,2
1094,Guinness,4
1094,Grilled Chicken Sandwich,1
1094,Delirium,7
1094,Stella Artois,5
1094,Stella Artois,6
1094,Artichokes,6
1094,Elysian,1
1094,Pabst Blue Ribbon,7
1094,Yuengling Lager,3
1095,Modelo Especial,1
1095,Firestone Walker,3
1095,Grilled Chicken Sandwich,2
1095,Stone Brewing Co.,7
1095,Stone Brewing Co.,7
1095,Budweiser,2
1095,Old Style,6
1095,Budweiser,6
1095,Grilled Chicken Sandwich,4
1096,Guinness,4
1096,Keystone Light,6
1096,Chicken fingers,4
1096,Miller Lite,3
1096,Leinenkugels,3
1096,Old Milwaukee,1
1096,Yuengling Lager,1
1097,New Belgium,1
1097,Natural Light,6
1097,Icehouse,6
1097,Steel Reserve,7
1097,Shrimp,7
1097,Old Style,5
1097,Tree House,5
1097,Shrimp,4
1097,Tree House,2
1097,Shrimp,2
1098,Delirium,1
1098,Delirium,5
1098,Heineken,6
1098,Brooklyn Brewery,5
1098,Guinness,2
1098,Sierra Nevada,5
1098,French fries,1
1098,Coors Light,1
1098,Busch,4
1099,Chicken fingers,7
1099,Pabst Blue Ribbon,1
1099,Elysian,4
1099,Michelob Ultra,4
1099,Budweiser,6
1099,Bud Light,3
1099,Artichokes,3
1099,Dos Equis,1
1099,Jalapeno popper,3
11,Bud Light,3
11,Michelob Ultra,4
11,Jalapeno popper,6
11,Quesadillas,4
11,Jalapeno popper,2
1100,Firestone Walker,2
1100,Chips and Salsa,5
1100,Blue Moon,3
1100,Modelo Especial,7
1100,Chips and Salsa,4
1102,Ballast Point,7
1102,New Belgium,1
1102,New Belgium,3
1102,Schlitz,5
1102,Artichokes,7
1102,Coors Light,6
1102,Victory,5
1102,Brooklyn Brewery,1
1102,Leinenkugels,2
1102,New Belgium,7
1104,Quesadillas,6
1104,Ballast Point,4
1104,Budweiser,7
1104,Guinness,6
1104,Yuengling Lager,7
1104,Chicken fingers,4
1104,Guinness,1
1105,Modelo Especial,6
1105,Onion rings,6
1105,Old Milwaukee,1
1105,Bud Light,2
1106,River Horse,5
1106,Onion rings,4
1106,Bravus,6
1106,Old Style,6
1106,Onion rings,1
1106,River Horse,2
1106,Coors Light,4
1106,Onion rings,7
1107,Lagunitas,2
1107,Lagunitas,2
1107,French fries,2
1107,Landshark,4
1107,Dogfish Head,6
1107,Chips and Salsa,3
1107,Coors Light,5
1107,Firestone Walker,2
1107,Hamm's,3
1107,Stone Brewing Co.,2
1107,Yuengling Lager,6
1108,Jalapeno popper,2
1108,Yuengling Lager,7
1108,Old Style,1
1108,Steel Reserve,3
1108,Brooklyn Brewery,6
1108,New Belgium,6
1108,Corona,4
1108,Mozzarella sticks,6
1108,Mozzarella sticks,6
1108,Tree House,5
1108,Yuengling Lager,6
1109,Burger sliders,1
1109,Brooklyn Brewery,7
1109,Burger sliders,7
1109,Schlitz,2
1109,French fries,1
1109,Brooklyn Brewery,4
1109,Chips and Salsa,2
1109,Shrimp,1
1111,Leinenkugels,6
1111,Cheese Steak,5
1111,Quesadillas,2
1111,Meatball Sandwich,1
1111,Cheese Steak,6
1112,French fries,5
1112,Mozzarella sticks,3
1112,Tree House,1
1112,Corona,2
1112,Guinness,6
1113,Meatball Sandwich,2
1113,French fries,7
1113,Lagunitas,2
1113,Elysian,4
1113,Ballast Point,1
1113,Stella Artois,7
1114,Old Milwaukee,1
1114,Firestone Walker,7
1114,Coors Light,3
1114,Dogfish Head,4
1114,Firestone Walker,4
1115,Modelo Especial,7
1115,Grilled Chicken Sandwich,5
1115,Old Milwaukee,2
1115,Ballast Point,7
1115,Burger sliders,6
1115,Grilled Chicken Sandwich,5
1115,Stone Brewing Co.,4
1115,Quesadillas,5
1115,Jalapeno popper,6
1115,Michelob Ultra,1
1118,Landshark,1
1118,Quesadillas,3
1118,Miller Lite,2
1118,Ballast Point,6
1118,Meatball Sandwich,6
1118,Chips and Salsa,6
1119,Sierra Nevada,7
1119,Old Style,6
1119,Meatball Sandwich,4
1119,Keystone Light,2
1119,Sierra Nevada,7
1119,Stella Artois,1
1119,Old Milwaukee,3
1119,River Horse,3
1119,New Belgium,2
1119,Heineken,2
112,Pabst Blue Ribbon,4
112,Shrimp,3
112,Busch,5
112,Dogfish Head,1
112,Pabst Blue Ribbon,3
112,Leinenkugels,4
112,Shrimp,5
1120,Burger sliders,4
1120,Pizza,2
1120,Stone Brewing Co.,1
1120,Natural Light,4
1120,Bravus,6
1120,Elysian,6
1120,Pabst Blue Ribbon,7
1120,Chips and Salsa,7
1120,Icehouse,6
1120,Icehouse,3
1121,Elysian,4
1121,Bravus,4
1121,Leinenkugels,2
1121,Yuengling Lager,1
1121,Elysian,3
1122,Onion rings,5
1122,Burger sliders,6
1122,Modelo Especial,6
1122,Tree House,6
1123,Coors Light,4
1123,Modelo Especial,4
1123,Blue Moon,7
1123,Firestone Walker,6
1123,Stone Brewing Co.,4
1123,Michelob Ultra,5
1123,Shrimp,7
1124,Lagunitas,1
1124,Guinness,6
1124,Ballast Point,6
1124,Dogfish Head,1
1124,Victory,1
1124,French fries,5
1124,Grilled Chicken Sandwich,6
1124,Pabst Blue Ribbon,4
1124,Jalapeno popper,6
1124,Modelo Especial,7
1126,Michelob Ultra,7
1126,Sierra Nevada,4
1126,Cheese Steak,7
1126,Sierra Nevada,3
1126,Sierra Nevada,2
1126,Bud Light,2
1126,Michelob Ultra,4
1126,Keystone Light,3
1126,Cheese Steak,1
1127,Ballast Point,2
1127,River Horse,1
1127,Shrimp,7
1127,Cheese Steak,7
1127,Sierra Nevada,2
1127,Bud Light,4
1129,Keystone Light,5
1129,Lagunitas,1
1129,Ballast Point,3
1129,Old Milwaukee,6
1129,Brooklyn Brewery,6
1129,Meatball Sandwich,1
113,Tree House,2
113,Shrimp,7
113,Budweiser,4
113,Steel Reserve,6
113,Ballast Point,7
113,Firestone Walker,4
113,Grilled Chicken Sandwich,6
113,Jalapeno popper,4
1130,Shrimp,7
1130,Coors Light,1
1130,Quesadillas,2
1130,Meatball Sandwich,6
1131,Dogfish Head,5
1131,Corona,2
1131,Michelob Ultra,5
1131,Keystone Light,2
1131,Steel Reserve,2
1131,Hamm's,4
1131,Stone Brewing Co.,5
1132,Coors Light,4
1132,Dos Equis,2
1132,New Belgium,5
1132,Pabst Blue Ribbon,7
1132,Budweiser,4
1132,Sierra Nevada,6
1132,Onion rings,2
1132,Keystone Light,1
1132,Michelob Ultra,2
1132,Grilled Chicken Sandwich,3
1133,Chips and Salsa,7
1133,Elysian,5
1133,Grilled Chicken Sandwich,3
1133,Old Milwaukee,3
1135,Budweiser,5
1135,Michelob Ultra,3
1135,Artichokes,2
1135,Lagunitas,4
1135,Busch,4
1135,Goose Island,6
1135,Guinness,1
1137,Miller Lite,5
1137,Ballast Point,7
1137,Pabst Blue Ribbon,3
1137,Delirium,1
1137,Ballast Point,4
1138,Chicken fingers,6
1138,Landshark,7
1138,Firestone Walker,6
1138,Shrimp,5
1138,Grilled Chicken Sandwich,7
1138,Grilled Chicken Sandwich,7
1139,Coors Light,5
1139,Coors Light,3
1139,Bud Light,3
1139,Quesadillas,3
1139,Coors Light,2
1140,Chips and Salsa,4
1140,Mozzarella sticks,4
1140,Mozzarella sticks,2
1140,Natural Light,5
1141,Keystone Light,6
1141,Budweiser,3
1141,Quesadillas,3
1141,Cheese Steak,7
1141,Lagunitas,7
1141,Goose Island,2
1141,Guinness,5
1142,French fries,4
1142,Stone Brewing Co.,3
1142,Chicken fingers,6
1142,Goose Island,4
1142,French fries,4
1142,Sierra Nevada,5
1142,Budweiser,7
1142,Stone Brewing Co.,3
1142,Budweiser,5
1143,Ballast Point,7
1143,Dogfish Head,7
1143,Chicken fingers,4
1143,Firestone Walker,5
1144,Victory,7
1144,Ballast Point,1
1144,Natural Light,1
1144,Chips and Salsa,6
1145,Victory,3
1145,Delirium,3
1145,Coors Light,5
1145,Buffalo wings,1
1145,Tree House,5
1145,Stella Artois,6
1145,Victory,7
1145,Corona,3
1145,Steel Reserve,6
1145,Buffalo wings,1
1145,Miller Lite,4
1146,Budweiser,4
1146,New Belgium,1
1146,Mozzarella sticks,4
1146,River Horse,2
1146,Schlitz,7
1146,Steel Reserve,1
1146,Delirium,4
1146,Coors Light,2
1146,Schlitz,6
1146,Stella Artois,5
1146,Cheese Steak,1
1147,Coors Light,2
1147,Miller Lite,6
1147,Icehouse,7
1147,Miller Lite,1
1147,Chips and Salsa,6
1147,Hamm's,4
1147,Miller Lite,2
1147,Pabst Blue Ribbon,2
1147,Firestone Walker,5
1147,Grilled Chicken Sandwich,4
115,Blue Moon,7
115,Stella Artois,4
115,Artichokes,5
115,Natural Light,4
115,Victory,2
115,Stella Artois,5
115,Yuengling Lager,4
1151,Leinenkugels,4
1151,Bravus,1
1151,Delirium,7
1151,Landshark,7
1151,Delirium,4
1151,Lagunitas,4
1151,Schlitz,7
1151,Mozzarella sticks,2
1151,Bravus,4
1152,Stella Artois,4
1152,Schlitz,6
1152,Steel Reserve,2
1152,Ballast Point,4
1152,Budweiser,5
1152,Delirium,6
1152,Ballast Point,4
1153,Keystone Light,6
1153,French fries,2
1153,Stone Brewing Co.,1
1153,French fries,5
1153,Yuengling Lager,6
1153,Old Style,7
1153,Artichokes,3
1154,Schlitz,1
1154,Landshark,6
1154,Chips and Salsa,5
1154,Burger sliders,7
1154,French fries,6
1154,Goose Island,4
1154,Bud Light,6
1158,Old Style,3
1158,Buffalo wings,6
1158,Firestone Walker,2
1158,Old Milwaukee,2
1158,Dogfish Head,1
1158,Chips and Salsa,1
1159,River Horse,5
1159,Steel Reserve,1
1159,River Horse,7
1159,Michelob Ultra,5
1159,Chips and Salsa,4
116,Yuengling Lager,2
116,Yuengling Lager,3
116,Modelo Especial,1
116,River Horse,7
116,Shrimp,6
116,French fries,1
116,Modelo Especial,2
116,Old Style,6
116,Busch,7
116,Artichokes,6
1162,Dogfish Head,5
1162,Corona,5
1162,Goose Island,4
1162,Miller Lite,5
1162,Victory,6
1163,Coors Light,2
1163,Pizza,4
1163,Modelo Especial,2
1163,Artichokes,5
1163,Michelob Ultra,2
1163,Jalapeno popper,2
1163,Budweiser,1
1163,Goose Island,2
1164,Blue Moon,7
1164,Pabst Blue Ribbon,3
1164,Ballast Point,5
1164,Cheese Steak,1
1164,Pizza,6
1164,Pizza,1
1164,Miller Lite,5
1164,Hamm's,2
1164,Onion rings,4
1164,Sierra Nevada,7
1165,Corona,6
1165,Guinness,5
1165,Bravus,6
1165,Guinness,1
1165,New Belgium,3
1165,Goose Island,5
1165,Corona,1
1166,Grilled Chicken Sandwich,7
1166,Grilled Chicken Sandwich,6
1166,Elysian,6
1166,Sierra Nevada,6
1166,Chicken fingers,2
1166,Leinenkugels,5
1166,Firestone Walker,7
1166,Delirium,7
1166,Grilled Chicken Sandwich,7
1167,Heineken,7
1167,Victory,3
1167,Lagunitas,4
1167,Yuengling Lager,5
1167,Artichokes,3
1167,Shrimp,6
1167,Corona,1
1169,Stone Brewing Co.,6
1169,Lagunitas,3
1169,Heineken,6
1169,Quesadillas,6
1169,Guinness,1
1169,Keystone Light,4
1169,Pabst Blue Ribbon,1
117,Dos Equis,6
117,Coors Light,1
117,Coors Light,5
117,French fries,5
117,Natural Light,6
117,Coors Light,2
117,Chicken fingers,6
117,Budweiser,1
1170,Old Milwaukee,7
1170,Hamm's,7
1170,Mozzarella sticks,1
1170,Shrimp,4
1170,Meatball Sandwich,4
1170,Keystone Light,1
1170,French fries,4
1170,French fries,3
1170,Artichokes,2
1172,Chips and Salsa,6
1172,New Belgium,2
1172,Tree House,4
1172,Michelob Ultra,7
1172,Quesadillas,1
1172,Dos Equis,5
1172,Leinenkugels,5
1172,Heineken,5
1173,Delirium,7
1173,Dogfish Head,2
1173,Steel Reserve,3
1173,Bud Light,6
1173,Cheese Steak,7
1173,Heineken,3
1173,Old Style,3
1173,Steel Reserve,1
1173,Hamm's,3
1173,Artichokes,7
1174,Old Milwaukee,1
1174,Michelob Ultra,5
1174,Tree House,3
1174,Old Milwaukee,1
1174,Miller Lite,4
1174,Burger sliders,5
1174,Brooklyn Brewery,2
1174,Ballast Point,3
1174,Tree House,6
1174,Pabst Blue Ribbon,6
1175,Goose Island,4
1175,Coors Light,5
1175,Steel Reserve,4
1175,Meatball Sandwich,2
1175,Keystone Light,6
1175,Natural Light,2
1175,Dos Equis,6
1175,Budweiser,4
1175,Firestone Walker,2
1175,Keystone Light,1
1175,Quesadillas,1
1176,Lagunitas,5
1176,Chips and Salsa,5
1176,Corona,2
1176,Burger sliders,3
1176,Chips and Salsa,1
1176,Delirium,7
1177,Blue Moon,7
1177,Firestone Walker,7
1177,Dos Equis,6
1177,Blue Moon,7
1177,Busch,2
1177,Pizza,6
1177,Keystone Light,4
1177,Ballast Point,4
1177,Firestone Walker,5
1178,Chips and Salsa,2
1178,Goose Island,4
1178,Guinness,2
1178,Modelo Especial,7
1178,Modelo Especial,7
1178,Chicken fingers,2
1178,Chicken fingers,7
1178,Guinness,2
118,Stone Brewing Co.,7
118,Keystone Light,6
118,River Horse,3
118,Stone Brewing Co.,7
118,Icehouse,6
118,Miller Lite,6
118,Yuengling Lager,5
118,Yuengling Lager,6
118,River Horse,6
1180,Bud Light,6
1180,Bud Light,2
1180,Blue Moon,3
1180,Bud Light,5
1180,Pabst Blue Ribbon,7
1182,Old Style,4
1182,Shrimp,5
1182,Buffalo wings,4
1182,Cheese Steak,2
1182,Pabst Blue Ribbon,7
1182,Victory,6
1182,Pabst Blue Ribbon,5
1182,Shrimp,5
1182,Busch,2
1182,Guinness,7
1183,Icehouse,2
1183,Bud Light,4
1183,New Belgium,7
1183,Coors Light,1
1183,Ballast Point,4
1183,New Belgium,6
1183,Brooklyn Brewery,5
1184,Buffalo wings,6
1184,French fries,4
1184,Pabst Blue Ribbon,2
1184,Dos Equis,6
1184,Busch,2
1184,Victory,5
1187,Firestone Walker,5
1187,Meatball Sandwich,5
1187,Burger sliders,4
1187,Budweiser,4
1187,Blue Moon,2
1187,Firestone Walker,7
1187,Modelo Especial,2
1187,Dogfish Head,1
1187,Goose Island,5
1187,Hamm's,6
1187,Brooklyn Brewery,3
119,Chips and Salsa,6
119,Pizza,5
119,Bravus,4
119,Keystone Light,5
